id,title,authors,categories,published_date,publisher,description,price,currency,thumbnail,info_link
WuQbERgXR10C,Handbook of Human-Computer Interaction,"M.G. Helander, T.K. Landauer, P.V. Prabhu",Computers,1997-08-18,Elsevier,"This completely revised edition, of the Handbook of Human-Computer Interaction, of which 80% of the content is new, reflects the developments in the field since the publication of the first edition in 1988. The handbook is concerned with principles for design of the Human-Computer Interface, and has both academic and practical purposes. It is intended to summarize the research and provide recommendations for how the information can be used by designers of computer systems. The volume may also be used as a reference for teaching and research. Professionals who are involved in design of HCI will find this volume indispensable, including: computer scientists, cognitive scientists, experimental psychologists, human factors professionals, interface designers, systems engineers, managers and executives working with systems development. Much of the information in the handbook may also be generalized to apply to areas outside the traditional field of HCI.",Not Available,,http://books.google.com/books/content?id=WuQbERgXR10C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=WuQbERgXR10C&dq=subject:Computers&hl=&as_pt=BOOKS&source=gbs_api
vc1VkXUXTaYC,What Video Games Have to Teach Us About Learning and Literacy. Second Edition,James Paul Gee,Computers,2007-12-26,Macmillan,The definitive look at all that can be learned from video games,Not Available,,http://books.google.com/books/content?id=vc1VkXUXTaYC&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=vc1VkXUXTaYC&dq=subject:Computers&hl=&as_pt=BOOKS&source=gbs_api
xSdjclpvbeMC,Blogging to Drive Business,"Eric Butow, Rebecca Bollwitt",Computers,2012-09-25,Que Publishing,"BLOGGING TO DRIVE BUSINESS USE BLOGGING TO SUPERCHARGE SALES, CUSTOMER LOYALTY, INNOVATION, AND PROFITS Blogging can help you deepen customer loyalty, reach new customers, gain indispensable feedback, and drive more sales. This no-nonsense guide shows how to craft a business blog that does all that, and more—building your business and increasing your profits. Top e-marketers and business bloggers Eric Butow and Rebecca Bollwitt help you define clear goals, generate the right content with the right tools, attract visitors, build communities, and avoid costly mistakes. They draw on their own extensive experience, as well as the work of innovators from companies such as Intel, Starbucks, ING Direct, Procter & Gamble, and Tumblr. WHATEVER YOUR ROLE IN THE BUSINESS, YOU’LL LEARN HOW TO: Launch a blog that truly represents the best of your business Create a comprehensive, long-term blogging strategy to maximize the return on investment (ROI) from your blog Staff your blogging initiative Integrate blogs with other offline and online marketing programs, including social networking websites Use your blog to drive customers and prospects to the business Push up-to-the-minute information to customers via RSS Build a thriving online community—and learn from what it tells you Manage comments (and decide whether to have them) Operate successful contests and sweepstakes campaigns on your blog Utilize podcasts, vlogs, microblogging, and other new techniques Gain business value from hot new Web 3.0 technologies, including widgets, mashups, personal agents, and the Semantic Web Track your blog performance, spot and respond to trends, and translate and report data you receive from your blog",Not Available,,http://books.google.com/books/content?id=xSdjclpvbeMC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=xSdjclpvbeMC&dq=subject:Computers&hl=&as_pt=BOOKS&source=gbs_api
B7rPxgEACAAJ,Computer,"MARTIN. CAMPBELL-KELLY, Taylor & Francis Group",Computers,2019-07-10,Unknown,,Not Available,,http://books.google.com/books/content?id=B7rPxgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=B7rPxgEACAAJ&dq=subject:Computers&hl=&as_pt=BOOKS&source=gbs_api
_RDYCwAAQBAJ,Ray Tracing from the Ground Up,Kevin Suffern,Computers,2016-04-19,CRC Press,"With the increase in computing speed and due to the high quality of the optical effects it achieves, ray tracing is becoming a popular choice for interactive and animated rendering. This book takes readers through the whole process of building a modern ray tracer from scratch in C++. All concepts and processes are explained in detail with the aid o",Not Available,,http://books.google.com/books/content?id=_RDYCwAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=_RDYCwAAQBAJ&dq=subject:Computers&hl=&as_pt=BOOKS&source=gbs_api
HEk3DwAAQBAJ,Laptops For Seniors For Dummies,Nancy C. Muir,Computers,2017-10-23,John Wiley & Sons,"Get the most out of your laptop or tablet PC Laptops For Seniors For Dummies makes it easier than ever for the 50+ set to enjoy a laptop or tablet PC by taking the intimidation out of working with a new device. Featuring larger text and images, this bestseller empowers you to keep up with your kids or grandkids with all the latest and greatest that technology has to offer. Assuming no prior knowledge, this accessible guide starts from the beginning by helping you select the right laptop or tablet for your needs, shows how the various parts connect together, and illustrates how to use the keyboard and mouse. Once you've chosen your device and mastered the basics, this book will help you navigate your way around the Windows 10 operating system, show you how to use the touchscreen capabilities, and so much more. In no time at all, you'll wonder why you hadn't bought a laptop sooner! Keep in touch with family and friends through email and social networking sites Get on the internet to shop and browse your favorite sites Ensure your information is safe online Use the latest applications for work and play Everything you love about your desktop computer can be conveniently taken on the go with a laptop. Laptops For Seniors For Dummies will help you have fun and feel successful with your new device.",Not Available,,http://books.google.com/books/content?id=HEk3DwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=HEk3DwAAQBAJ&dq=subject:Computers&hl=&as_pt=BOOKS&source=gbs_api
oguxW4Kj0U0C,Player Piano,Kurt Vonnegut,Computers,1980,Laurel,"Vonnegut's spins the chilling tale of engineer Paul Proteus, who must find a way to live in a world dominated by a supercomputer and run completely by machines.",Not Available,,http://books.google.com/books/content?id=oguxW4Kj0U0C&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=oguxW4Kj0U0C&dq=subject:Computers&hl=&as_pt=BOOKS&source=gbs_api
q0PQDAAAQBAJ,Managing the Web of Things,"Michael Sheng, Yongrui Qin, Lina Yao, Boualem Benatallah",Computers,2017-02-10,Morgan Kaufmann,"Managing the Web of Things: Linking the Real World to the Web presents a consolidated and holistic coverage of engineering, management, and analytics of the Internet of Things. The web has gone through many transformations, from traditional linking and sharing of computers and documents (i.e., Web of Data), to the current connection of people (i.e., Web of People), and to the emerging connection of billions of physical objects (i.e., Web of Things). With increasing numbers of electronic devices and systems providing different services to people, Web of Things applications present numerous challenges to research institutions, companies, governments, international organizations, and others. This book compiles the newest developments and advances in the area of the Web of Things, ranging from modeling, searching, and data analytics, to software building, applications, and social impact. Its coverage will enable effective exploration, understanding, assessment, comparison, and the selection of WoT models, languages, techniques, platforms, and tools. Readers will gain an up-to-date understanding of the Web of Things systems that accelerates their research. Offers a comprehensive and systematic presentation of the methodologies, technologies, and applications that enable efficient and effective management of the Internet of Things Provides an in-depth analysis on the state-of-the-art Web of Things modeling and searching technologies, including how to collect, clean, and analyze data generated by the Web of Things Covers system design and software building principles, with discussions and explorations of social impact for the Web of Things through real-world applications Acts as an ideal reference or recommended text for graduate courses in cloud computing, service computing, and more",Not Available,,http://books.google.com/books/content?id=q0PQDAAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=q0PQDAAAQBAJ&dq=subject:Computers&hl=&as_pt=BOOKS&source=gbs_api
y6FLBQAAQBAJ,Elements of Programming Interviews,"Adnan Aziz, Tsung-Hsien Lee, Amit Prakash",Computers,2012,EPI,"The core of EPI is a collection of over 300 problems with detailed solutions, including 100 figures, 250 tested programs, and 150 variants. The problems are representative of questions asked at the leading software companies. The book begins with a summary of the nontechnical aspects of interviewing, such as common mistakes, strategies for a great interview, perspectives from the other side of the table, tips on negotiating the best offer, and a guide to the best ways to use EPI. The technical core of EPI is a sequence of chapters on basic and advanced data structures, searching, sorting, broad algorithmic principles, concurrency, and system design. Each chapter consists of a brief review, followed by a broad and thought-provoking series of problems. We include a summary of data structure, algorithm, and problem solving patterns.",Not Available,,http://books.google.com/books/content?id=y6FLBQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=y6FLBQAAQBAJ&dq=subject:Computers&hl=&as_pt=BOOKS&source=gbs_api
Oj-e_CoI2tQC,Programming in Python 3,Mark Summerfield,Computers,2008-12-16,Pearson Education,"Python 3 is the best version of the language yet: It is more powerful, convenient, consistent, and expressive than ever before. Now, leading Python programmer Mark Summerfield demonstrates how to write code that takes full advantage of Python 3’s features and idioms. The first book written from a completely “Python 3” viewpoint, Programming in Python 3 brings together all the knowledge you need to write any program, use any standard or third-party Python 3 library, and create new library modules of your own. Summerfield draws on his many years of Python experience to share deep insights into Python 3 development you won’t find anywhere else. He begins by illuminating Python’s “beautiful heart”: the eight key elements of Python you need to write robust, high-performance programs. Building on these core elements, he introduces new topics designed to strengthen your practical expertise—one concept and hands-on example at a time. This book’s coverage includes Developing in Python using procedural, object-oriented, and functional programming paradigms Creating custom packages and modules Writing and reading binary, text, and XML files, including optional compression, random access, and text and XML parsing Leveraging advanced data types, collections, control structures, and functions Spreading program workloads across multiple processes and threads Programming SQL databases and key-value DBM files Utilizing Python’s regular expression mini-language and module Building usable, efficient, GUI-based applications Advanced programming techniques, including generators, function and class decorators, context managers, descriptors, abstract base classes, metaclasses, and more Programming in Python 3 serves as both tutorial and language reference, and it is accompanied by extensive downloadable example code—all of it tested with the final version of Python 3 on Windows, Linux, and Mac OS X.",Not Available,,http://books.google.com/books/content?id=Oj-e_CoI2tQC&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=Oj-e_CoI2tQC&dq=subject:Computers&hl=&as_pt=BOOKS&source=gbs_api
dA5oEAAAQBAJ,Optimization for Data Analysis,"Stephen J. Wright, Benjamin Recht",Computers,2022-04-21,Cambridge University Press,"Optimization techniques are at the core of data science, including data analysis and machine learning. An understanding of basic optimization techniques and their fundamental properties provides important grounding for students, researchers, and practitioners in these areas. This text covers the fundamentals of optimization algorithms in a compact, self-contained way, focusing on the techniques most relevant to data science. An introductory chapter demonstrates that many standard problems in data science can be formulated as optimization problems. Next, many fundamental methods in optimization are described and analyzed, including: gradient and accelerated gradient methods for unconstrained optimization of smooth (especially convex) functions; the stochastic gradient method, a workhorse algorithm in machine learning; the coordinate descent approach; several key algorithms for constrained optimization problems; algorithms for minimizing nonsmooth functions arising in data science; foundations of the analysis of nonsmooth functions and optimization duality; and the back-propagation approach, relevant to neural networks.",Not Available,,http://books.google.com/books/content?id=dA5oEAAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=dA5oEAAAQBAJ&dq=subject:Computers&hl=&as_pt=BOOKS&source=gbs_api
ncXyAAAAQBAJ,Excel Simulations,Gerard Verschuuren,Computers,2013-11-01,"Tickling Keys, Inc.","Covering a variety of Excel simulations, from gambling to genetics, this introduction is for people interested in modeling future events, without the cost of an expensive textbook. The simulations covered offer a fun alternative to the usual Excel topics and include situations such as roulette, password cracking, sex determination, population growth, and traffic patterns, among many others.",Not Available,,http://books.google.com/books/content?id=ncXyAAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=ncXyAAAAQBAJ&dq=subject:Computers&hl=&as_pt=BOOKS&source=gbs_api
1ySTG8_qf5MC,Mac OS X Panther Killer Tips,Scott Kelby,Computers,2003-12-30,New Riders,"Nothin' but sidebars! The hottest collection of cool tips and hidden secrets for the pro who needs results FAST! Not another newbie book. OS X Killer Tips speaks directly to the daily Mac user who needs to get the most out of their Mac NOW. Other such books tend toward fluffiness, where Killer Tips is all business. Time is money and a lot of experienced users find themselves trying to save time by skimming through larger computer books in order to pull out the useful nuggets of info that are often placed within what we call sidebars (i.e. those Note/Tip/Warning boxes). The Killer Tips series was developed by Scott Kelby because he recognized how useful non-beginning technology users find those cool ""I didn't know THAT"" sidebars that are peppered all over the other computer books out there. This book is all about speed; showing the Mac professional how to get more work done faster, while actually increasing quality.",Not Available,,http://books.google.com/books/content?id=1ySTG8_qf5MC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=1ySTG8_qf5MC&dq=subject:Computers&hl=&as_pt=BOOKS&source=gbs_api
oJA_AQAAIAAJ,Java Swing,"Robert Eckstein, Marc Loy, Dave Wood",Computers,1998,O'Reilly Media,"The Swing classes eliminate Java's biggest weakness--its relatively primitive user-interface tool kit. ""Java Swing"" helps readers to take full advantage of the Swing classes, providing detailed descriptions of every class and interface in the key Swing packages.",Not Available,,http://books.google.com/books/content?id=oJA_AQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=oJA_AQAAIAAJ&dq=subject:Computers&hl=&as_pt=BOOKS&source=gbs_api
AEOWCwAAQBAJ,Learning JavaScript,Ethan Brown,Computers,2016-02-17,"""O'Reilly Media, Inc.""","This is an exciting time to learn JavaScript. Now that the latest JavaScript specification—ECMAScript 6.0 (ES6)—has been finalized, learning how to develop high-quality applications with this language is easier and more satisfying than ever. This practical book takes programmers (amateurs and pros alike) on a no-nonsense tour of ES6, along with some related tools and techniques. Author Ethan Brown (Web Development with Node and Express) not only guides you through simple and straightforward topics (variables, control flow, arrays), but also covers complex concepts such as functional and asynchronous programming. You’ll learn how to create powerful and responsive web applications on the client, or with Node.js on the server. Use ES6 today and transcompile code to portable ES5 Translate data into a format that JavaScript can use Understand the basic usage and mechanics of JavaScript functions Explore objects and object-oriented programming Tackle new concepts such as iterators, generators, and proxies Grasp the complexities of asynchronous programming Work with the Document Object Model for browser-based apps Learn Node.js fundamentals for developing server-side applications",Not Available,,http://books.google.com/books/content?id=AEOWCwAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=AEOWCwAAQBAJ&dq=subject:Computers&hl=&as_pt=BOOKS&source=gbs_api
vUhVAAAAMAAJ,The Management Control Process,Robert J. Mockler,Computers,1972,Unknown,,Not Available,,http://books.google.com/books/content?id=vUhVAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=vUhVAAAAMAAJ&dq=subject:Computers&hl=&as_pt=BOOKS&source=gbs_api
gekJzVxyY30C,PCs for Dummies,"Dan Gookin, Andy Rathbone",Computers,1995,For Dummies,"This entertaining book contains a wealth of computer knowledge, including common troubleshooting computer mistakes, painless explanations about disks, disk drives, monitors and printers, and details on Plug-and-Play. Written in common everyday language, it also includes an updated top ten list of computer tips.",Not Available,,http://books.google.com/books/content?id=gekJzVxyY30C&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=gekJzVxyY30C&dq=subject:Computers&hl=&as_pt=BOOKS&source=gbs_api
YfpIs1Z6B2sC,The Great Transformation,Karl Polanyi,History,2001-03-28,Beacon Press,"In this classic work of economic history and social theory, Karl Polanyi analyzes the economic and social changes brought about by the ""great transformation"" of the Industrial Revolution. His analysis explains not only the deficiencies of the self-regulating market, but the potentially dire social consequences of untempered market capitalism. New introductory material reveals the renewed importance of Polanyi's seminal analysis in an era of globalization and free trade.",Not Available,,http://books.google.com/books/content?id=YfpIs1Z6B2sC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=YfpIs1Z6B2sC&dq=subject:History&hl=&as_pt=BOOKS&source=gbs_api
SVR2cjWptCAC,Damascus,Ross Burns,History,2005,Psychology Press,"Lavishly illustrated, the first book in English to relate the history of Damascus, is a compelling and unique exploration of a fascinating city.",Not Available,,http://books.google.com/books/content?id=SVR2cjWptCAC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=SVR2cjWptCAC&dq=subject:History&hl=&as_pt=BOOKS&source=gbs_api
Br-Ho0rlFGwC,Alexander the Great,Philip Freeman,History,2011-01-04,Simon and Schuster,"In the first authoritative biography of Alexander the Great written for a general audience in a generation, classicist and historian Philip Freeman tells the remarkable life of the great conqueror. The celebrated Macedonian king has been one of the most enduring figures in history. He was a general of such skill and renown that for two thousand years other great leaders studied his strategy and tactics, from Hannibal to Napoleon, with countless more in between. He flashed across the sky of history like a comet, glowing brightly and burning out quickly: crowned at age nineteen, dead by thirty-two. He established the greatest empire of the ancient world; Greek coins and statues are found as far east as Afghanistan. Our interest in him has never faded. Alexander was born into the royal family of Macedonia, the kingdom that would soon rule over Greece. Tutored as a boy by Aristotle, Alexander had an inquisitive mind that would serve him well when he faced formidable obstacles during his military campaigns. Shortly after taking command of the army, he launched an invasion of the Persian empire, and continued his conquests as far south as the deserts of Egypt and as far east as the mountains of present-day Pakistan and the plains of India. Alexander spent nearly all his adult life away from his homeland, and he and his men helped spread the Greek language throughout western Asia, where it would become the lingua franca of the ancient world. Within a short time after Alexander’s death in Baghdad, his empire began to fracture. Best known among his successors are the Ptolemies of Egypt, whose empire lasted until Cleopatra. In his lively and authoritative biography of Alexander, classical scholar and historian Philip Freeman describes Alexander’s astonishing achievements and provides insight into the mercurial character of the great conqueror. Alexander could be petty and magnanimous, cruel and merciful, impulsive and farsighted. Above all, he was ferociously, intensely competitive and could not tolerate losing—which he rarely did. As Freeman explains, without Alexander, the influence of Greece on the ancient world would surely not have been as great as it was, even if his motivation was not to spread Greek culture for beneficial purposes but instead to unify his empire. Only a handful of people have influenced history as Alexander did, which is why he continues to fascinate us.",Not Available,,http://books.google.com/books/content?id=Br-Ho0rlFGwC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=Br-Ho0rlFGwC&dq=subject:History&hl=&as_pt=BOOKS&source=gbs_api
4E3ZCQAAQBAJ,The Gates of Europe,Serhii Plokhy,History,2015-12-01,Penguin UK,"From award-winning historian Serhii Plokhy, The Gates of Europe is the definitive history of Ukraine that helps us understand the country's past and the current crisis Located at the western edge of the Eurasian steppe, Ukraine has long been the meeting place of empires - Roman to Ottoman, Habsburg to Russian - and they all left their imprint on the landscape, the language and the people living within these shifting borders. In this authoritative book, Serhii Plokhy traces the history of Ukraine from the arrival of the Vikings in the tenth century to the current Russian invasion of eastern Ukraine and annexation of Crimea. Fascinating and multi-layered, The Gates of Europe is the essential guide to understanding not just Ukraine's past but also its future.",Not Available,,http://books.google.com/books/content?id=4E3ZCQAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=4E3ZCQAAQBAJ&dq=subject:History&hl=&as_pt=BOOKS&source=gbs_api
Pepy2_OXEe4C,Undoing Gender,Judith Butler,History,2004,Psychology Press,"First Published in 2004. Routledge is an imprint of Taylor & Francis, an informa company.",Not Available,,http://books.google.com/books/content?id=Pepy2_OXEe4C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=Pepy2_OXEe4C&dq=subject:History&hl=&as_pt=BOOKS&source=gbs_api
Ido0GH1-Dx8C,Proclaiming the Truman Doctrine,Denise M. Bostdorff,History,2008,Texas A&M University Press,"In this work, Denise M. Bostdorff considers President Truman’s address to a joint session of Congress on March 12, 1947. She focuses on the public and private language that influenced administration perceptions about the precipitating events in Greece and Turkey and explores the news management campaign that set the stage for Truman’s speech. Bostdorff even examines how the president’s health may have influenced his policy decision and how it affected his delivery of the address and campaign for congressional approval. After a rhetorical analysis of the Truman Doctrine speech, the book ends with Bostdorff’s conclusions on its short- and long-term impact. She identifies themes announced by Truman that resound in U.S. foreign policy down to the present day, when George W. Bush has compared his policies in the war on terror to those of Truman and members of his administration have compared Bush to Truman. This important work is a major contribution to scholarship on the presidency, political science, and public rhetoric.",Not Available,,http://books.google.com/books/content?id=Ido0GH1-Dx8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=Ido0GH1-Dx8C&dq=subject:History&hl=&as_pt=BOOKS&source=gbs_api
l0Kn-DMl5ZoC,From the Indian Ocean to the Mediterranean,Sebouh Aslanian,History,2011-05-04,Univ of California Press,"Drawing on a rich trove of documents, including correspondence not seen for 300 years, this study explores the emergence and growth of a remarkable global trade network operated by Armenian silk merchants from a small outpost in the Persian Empire. Based in New Julfa, Isfahan, in what is now Iran, these merchants operated a network of commercial settlements that stretched from London and Amsterdam to Manila and Acapulco. The New Julfan Armenians were the only Eurasian community that was able to operate simultaneously and successfully in all the major empires of the early modern world—both land-based Asian empires and the emerging sea-borne empires—astonishingly without the benefits of an imperial network and state that accompanied and facilitated European mercantile expansion during the same period. This book brings to light for the first time the trans-imperial cosmopolitan world of the New Julfans. Among other topics, it explores the effects of long distance trade on the organization of community life, the ethos of trust and cooperation that existed among merchants, and the importance of information networks and communication in the operation of early modern mercantile communities.",Not Available,,http://books.google.com/books/content?id=l0Kn-DMl5ZoC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=l0Kn-DMl5ZoC&dq=subject:History&hl=&as_pt=BOOKS&source=gbs_api
1YwhAAAAMAAJ,War Beneath the Sea,Peter Padfield,History,1995,John Wiley & Sons,"""Peter Padfield is the best British naval historian of his generation now working. [This] book . . . will now become the standard work on the subject.""––John Keegan ""A fascinating and great contribution to the entire lore of submarines.""––Capt. Edward L. Beach, USN (ret.), author of Run Silent, Run Deep War Beneath the Sea is the definitive account of one of the most turbulent—and crucial—chapters of World War II. This is the first book to cover all the major submarine campaigns of the war: British, American, German, Japanes, and Italian. Padfield′s suspense–filled battle accounts vividly capture the tension and challenge of war beneath the sea. PETER PADFIELD (England) is a leading naval and military historian. He is the author of Guns at Sea, Armada, Tides of Empire , and Donitz: The Last Furher .",Not Available,,http://books.google.com/books/content?id=1YwhAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=1YwhAAAAMAAJ&dq=subject:History&hl=&as_pt=BOOKS&source=gbs_api
GTw4AAAAQBAJ,The Blitzkrieg Legend,Karl-Heinz Frieser,History,2013-04-11,Naval Institute Press,"Here, for the first time in English, is an illuminating new German perspective on the decisive Blitzkrieg campaign of 1940. Karl-Heinz Frieser's account provides the definitive explanation for Germany's startling success and the equally surprising and rapid military collapse of France and Britain on the European continent. In a little over a month, Germany decisively defeated the Allies in battle, a task that had not been achieved in four years of brutal fighting during World War I. First published in 1995 as the official German history of the 1940 campaign in the west, the book goes beyond standard explanations to show that German victory was not inevitable and French defeat was not preordained. Contrary to the usual accounts of the campaign, Frieser illustrates that the military systems of both Germany and France were solid and that their campaign planning was sound. The key to victory or defeat, he argues, was the execution of operational plans—both preplanned and ad hoc—amid the eternal Clausewitzian combat factors of friction and the fog of war. Frieser shows why on the eve of the campaign the British and French leaders had good cause to be confident and why many German generals were understandably concerned that disaster was looming for them. This study explodes many of the myths concerning German Blitzkrieg warfare and the planning for the 1940 campaign. A groundbreaking new interpretation of a topic that has long interested students of military history, it is being published in cooperation with the Association of the U.S. Army",Not Available,,http://books.google.com/books/content?id=GTw4AAAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=GTw4AAAAQBAJ&dq=subject:History&hl=&as_pt=BOOKS&source=gbs_api
UTjUAwAAQBAJ,Constantinople: Capital of Byzantium,Jonathan Harris,History,2009-05-05,A&C Black,This book examines the intriguing interaction between the spiritual and the political whilst reconstructs the awe-inspiring city in its heyday of 1200.,Not Available,,http://books.google.com/books/content?id=UTjUAwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=UTjUAwAAQBAJ&dq=subject:History&hl=&as_pt=BOOKS&source=gbs_api
oSQgAwAAQBAJ,A History of Modern Israel,Colin Shindler,History,2013-03-25,Cambridge University Press,"Colin Shindler's remarkable history begins in 1948, as waves of immigrants arrived in Israel from war-torn Europe to establish new cities, new institutions, and a new culture founded on the Hebrew language. Optimistic beginnings were soon replaced with the sobering reality of wars with Arab neighbours, internal ideological differences, and ongoing confrontation with the Palestinians. In this updated edition, Shindler covers the significant developments of the last decade, including the rise of the Israeli far right, Hamas's takeover and the political rivalry between Gaza and the West Bank, Israel's uneasy dealings with the new administration in the United States, political Islam and the potential impact of the Arab Spring on the region as a whole. This sympathetic yet candid portrayal asks how a nation that emerged out of the ashes of the Holocaust and was the admiration of the world is now perceived by many Western governments in a less than benevolent light.",Not Available,,http://books.google.com/books/content?id=oSQgAwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=oSQgAwAAQBAJ&dq=subject:History&hl=&as_pt=BOOKS&source=gbs_api
goRITzlvKQQC,The Old Ways,Robert Macfarlane,History,2012,Penguin UK,"The Old Ways is the stunning new book by acclaimed nature writer Robert Macfarlane.Shortlisted for the Samuel Johnson prize 2012In The Old Ways Robert Macfarlane sets off from his Cambridge home to follow the ancient tracks, holloways, drove-roads and sea paths that form part of a vast network of routes criss-crossing the British landscape and its waters, and connecting them to the continents beyond. The result is an immersive, enthralling exploration of the ghosts and voices that haunt old paths, of the stories our tracks keep and tell, of pilgrimage and ritual, and of songlines and their singers. Above all this is a book about people and place: about walking as a reconnoitre inwards, and the subtle ways in which we are shaped by the landscapes through which we move.Told in Macfarlane's distinctive and celebrated voice, the book folds together natural history, cartography, geology, archaeology and literature. His tracks take him from the chalk downs of England to the bird-islands of the Scottish northwest, and from the disputed territories of Palestine to the sacred landscapes of Spain and the Himalayas. Along the way he walks stride for stride with a 5000-year-old man near Liverpool, follows the 'deadliest path in Britain', sails an open boat out into the Atlantic at night, and crosses paths with walkers of many kinds - wanderers, wayfarers, pilgrims, guides, shamans, poets, trespassers and devouts.He discovers that paths offer not just means of traversing space, but also of feeling, knowing and thinking. The old ways lead us unexpectedly to the new, and the voyage out is always a voyage inwards.'Really do love it. He has a rare physical intelligence and affords total immersion in place, elements and the passage of time: wonderful' Antony Gormley'A marvellous marriage of scholarship, imagination and evocation of place. I always feel exhilarated after reading Macfarlane' Penelope Lively'Macfarlane immerses himself in regions we may have thought familiar, resurrecting them newly potent and sometimes beautifully strange. In a moving achievement, he returns our heritage to us' Colin Thubron'Every Robert MacFarlane book offers beautiful writing, bold journeys . . . With its global reach and mysterious Sebaldian structure, this is MacFarlane's most important book yet' David Rothenberg, author of Survival of the Beautiful and Thousand Mile Song'Luminous, possessing a seemingly paradoxical combination of the dream-like and the hyper-vigilant, The Old Ways is, as with all of Macfarlane's work, a magnificent read.Each sentence can carry astonishing discovery' Rick Bass, US novelist and nature writer'The Old Ways confirms Robert Macfarlane's reputation as one of the most eloquent and observant of contemporary writers about nature' Scotland on Sunday'Sublime writing . . . sets the imagination tingling . . . Macfarlane's way of writing [is] free, exploratory, rambling and haphazard but resourceful, individual, following his own whims, and laying an irresistible trail for readers to follow' Sunday Times'Macfarlane relishes wild, as well as old, places.He writes about both beautifully . . . I love to read Macfarlane' John Sutherland, Financial Times'Read this and it will be impossible to take an unremarkable walk again' MetroRobert Macfarlane won the Guardian First Book Award, the Somerset Maugham Award, and the Sunday Times Young Writer of the Year Award for his first book, Mountains of the Mind (2003). His second, The Wild Places (2007), was similarly celebrated, winning three prizes and being shortlisted for six more. Both books were adapted for television by the BBC. He is a Fellow of Emmanuel College, Cambridge.",Not Available,,http://books.google.com/books/content?id=goRITzlvKQQC&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=goRITzlvKQQC&dq=subject:History&hl=&as_pt=BOOKS&source=gbs_api
_LcYDAAAQBAJ,The Black Death,NA NA,History,2016-04-30,Springer,"A fascinating account of the phenomenon known as the Black Death, this volume offers a wealth of documentary material focused on the initial outbreak of the plague that ravaged the world in the 14th century. A comprehensive introduction that provides important background on the origins and spread of the plague is followed by nearly 50 documents organized into topical sections that focus on the origin and spread of the illness; the responses of medical practitioners; the societal and economic impact; religious responses; the flagellant movement and attacks on Jews provoked by the plague; and the artistic response. Each chapter has an introduction that summarizes the issues explored in the documents; headnotes to the documents provide additional background material. The book contains documents from many countries - including Muslim and Byzantine sources - to give students a variety of perspectives on this devastating illness and its consequences. The volume also includes illustrations, a chronology of the Black Death, and questions to consider.",Not Available,,http://books.google.com/books/content?id=_LcYDAAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=_LcYDAAAQBAJ&dq=subject:History&hl=&as_pt=BOOKS&source=gbs_api
